Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:57:17 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779601629999999,333032518779601629999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:57:17 PM,542,millivolts,mV,Instantaneous,33305,65515,2518779601629999999,333052518779601629999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:56:14 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779602259999999,333032518779602259999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:56:14 PM,449,millivolts,mV,Instantaneous,33305,65515,2518779602259999999,333052518779602259999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:55:12 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779602879999999,333032518779602879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:55:12 PM,529,millivolts,mV,Instantaneous,33305,65515,2518779602879999999,333052518779602879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:54:10 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779603499999999,333032518779603499999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:54:10 PM,522,millivolts,mV,Instantaneous,33305,65515,2518779603499999999,333052518779603499999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:53:08 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779604119999999,333032518779604119999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:53:08 PM,516,millivolts,mV,Instantaneous,33305,65515,2518779604119999999,333052518779604119999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:52:05 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779604749999999,333032518779604749999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:52:05 PM,556,millivolts,mV,Instantaneous,33305,65515,2518779604749999999,333052518779604749999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:51:03 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779605369999999,333032518779605369999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:51:03 PM,427,millivolts,mV,Instantaneous,33305,65515,2518779605369999999,333052518779605369999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:50:02 PM,995,millivolts,mV,Instantaneous,33303,65513,2518779605979999999,333032518779605979999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:50:02 PM,422,millivolts,mV,Instantaneous,33305,65515,2518779605979999999,333052518779605979999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:49:00 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779606599999999,333032518779606599999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:49:00 PM,450,millivolts,mV,Instantaneous,33305,65515,2518779606599999999,333052518779606599999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:47:57 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779607229999999,333032518779607229999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:47:57 PM,444,millivolts,mV,Instantaneous,33305,65515,2518779607229999999,333052518779607229999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:46:54 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779607859999999,333032518779607859999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:46:54 PM,522,millivolts,mV,Instantaneous,33305,65515,2518779607859999999,333052518779607859999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:45:53 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779608469999999,333032518779608469999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:45:53 PM,520,millivolts,mV,Instantaneous,33305,65515,2518779608469999999,333052518779608469999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:44:51 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779609089999999,333032518779609089999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:44:51 PM,429,millivolts,mV,Instantaneous,33305,65515,2518779609089999999,333052518779609089999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:43:48 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779609719999999,333032518779609719999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:43:48 PM,543,millivolts,mV,Instantaneous,33305,65515,2518779609719999999,333052518779609719999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:42:45 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779610349999999,333032518779610349999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:42:45 PM,494,millivolts,mV,Instantaneous,33305,65515,2518779610349999999,333052518779610349999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:41:44 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779610959999999,333032518779610959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:41:44 PM,411,millivolts,mV,Instantaneous,33305,65515,2518779610959999999,333052518779610959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:40:42 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779611579999999,333032518779611579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:40:42 PM,475,millivolts,mV,Instantaneous,33305,65515,2518779611579999999,333052518779611579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:39:40 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779612199999999,333032518779612199999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:39:40 PM,427,millivolts,mV,Instantaneous,33305,65515,2518779612199999999,333052518779612199999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:38:37 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779612829999999,333032518779612829999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:38:37 PM,456,millivolts,mV,Instantaneous,33305,65515,2518779612829999999,333052518779612829999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:37:34 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779613459999999,333032518779613459999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:37:34 PM,531,millivolts,mV,Instantaneous,33305,65515,2518779613459999999,333052518779613459999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:36:32 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779614079999999,333032518779614079999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:36:32 PM,440,millivolts,mV,Instantaneous,33305,65515,2518779614079999999,333052518779614079999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:35:29 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779614709999999,333032518779614709999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:35:29 PM,430,millivolts,mV,Instantaneous,33305,65515,2518779614709999999,333052518779614709999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:34:26 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779615339999999,333032518779615339999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:34:26 PM,545,millivolts,mV,Instantaneous,33305,65515,2518779615339999999,333052518779615339999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:33:24 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779615959999999,333032518779615959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:33:24 PM,451,millivolts,mV,Instantaneous,33305,65515,2518779615959999999,333052518779615959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:32:23 PM,995,millivolts,mV,Instantaneous,33303,65513,2518779616569999999,333032518779616569999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:32:23 PM,440,millivolts,mV,Instantaneous,33305,65515,2518779616569999999,333052518779616569999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:31:21 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779617189999999,333032518779617189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:31:21 PM,463,millivolts,mV,Instantaneous,33305,65515,2518779617189999999,333052518779617189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:30:19 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779617809999999,333032518779617809999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:30:19 PM,493,millivolts,mV,Instantaneous,33305,65515,2518779617809999999,333052518779617809999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:29:16 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779618439999999,333032518779618439999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:29:16 PM,524,millivolts,mV,Instantaneous,33305,65515,2518779618439999999,333052518779618439999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:28:13 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779619069999999,333032518779619069999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:28:13 PM,557,millivolts,mV,Instantaneous,33305,65515,2518779619069999999,333052518779619069999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:27:10 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779619699999999,333032518779619699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:27:10 PM,502,millivolts,mV,Instantaneous,33305,65515,2518779619699999999,333052518779619699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:26:07 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779620329999999,333032518779620329999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:26:07 PM,414,millivolts,mV,Instantaneous,33305,65515,2518779620329999999,333052518779620329999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:25:04 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779620959999999,333032518779620959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:25:04 PM,524,millivolts,mV,Instantaneous,33305,65515,2518779620959999999,333052518779620959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:24:02 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779621579999999,333032518779621579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:24:02 PM,472,millivolts,mV,Instantaneous,33305,65515,2518779621579999999,333052518779621579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:23:01 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779622189999999,333032518779622189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:23:01 PM,541,millivolts,mV,Instantaneous,33305,65515,2518779622189999999,333052518779622189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:22:00 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779622799999999,333032518779622799999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:22:00 PM,483,millivolts,mV,Instantaneous,33305,65515,2518779622799999999,333052518779622799999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:20:58 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779623419999999,333032518779623419999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:20:58 PM,507,millivolts,mV,Instantaneous,33305,65515,2518779623419999999,333052518779623419999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:19:55 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779624049999999,333032518779624049999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:19:55 PM,537,millivolts,mV,Instantaneous,33305,65515,2518779624049999999,333052518779624049999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:18:53 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779624669999999,333032518779624669999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:18:53 PM,442,millivolts,mV,Instantaneous,33305,65515,2518779624669999999,333052518779624669999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:17:52 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779625279999999,333032518779625279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:17:52 PM,553,millivolts,mV,Instantaneous,33305,65515,2518779625279999999,333052518779625279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:16:49 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779625909999999,333032518779625909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:16:49 PM,451,millivolts,mV,Instantaneous,33305,65515,2518779625909999999,333052518779625909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:15:46 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779626539999999,333032518779626539999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:15:46 PM,405,millivolts,mV,Instantaneous,33305,65515,2518779626539999999,333052518779626539999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:14:45 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779627149999999,333032518779627149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:14:45 PM,469,millivolts,mV,Instantaneous,33305,65515,2518779627149999999,333052518779627149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:13:43 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779627769999999,333032518779627769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:13:43 PM,417,millivolts,mV,Instantaneous,33305,65515,2518779627769999999,333052518779627769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:12:40 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779628399999999,333032518779628399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:12:40 PM,521,millivolts,mV,Instantaneous,33305,65515,2518779628399999999,333052518779628399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:11:37 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779629029999999,333032518779629029999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:11:37 PM,468,millivolts,mV,Instantaneous,33305,65515,2518779629029999999,333052518779629029999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:10:36 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779629639999999,333032518779629639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:10:36 PM,496,millivolts,mV,Instantaneous,33305,65515,2518779629639999999,333052518779629639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:09:34 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779630259999999,333032518779630259999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:09:34 PM,520,millivolts,mV,Instantaneous,33305,65515,2518779630259999999,333052518779630259999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:08:32 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779630879999999,333032518779630879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:08:32 PM,552,millivolts,mV,Instantaneous,33305,65515,2518779630879999999,333052518779630879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/21/2018 02:07:30 PM,994,millivolts,mV,Instantaneous,33303,65513,2518779631499999999,333032518779631499999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/21/2018 02:07:30 PM,536,millivolts,mV,Instantaneous,33305,65515,2518779631499999999,333052518779631499999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
