Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:27:02 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777135779999999,333032518777135779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:27:02 AM,503,millivolts,mV,Instantaneous,33305,65515,2518777135779999999,333052518777135779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:26:00 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777136399999999,333032518777136399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:26:00 AM,460,millivolts,mV,Instantaneous,33305,65515,2518777136399999999,333052518777136399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:24:58 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777137019999999,333032518777137019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:24:58 AM,454,millivolts,mV,Instantaneous,33305,65515,2518777137019999999,333052518777137019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:23:56 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777137639999999,333032518777137639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:23:56 AM,537,millivolts,mV,Instantaneous,33305,65515,2518777137639999999,333052518777137639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:22:53 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777138269999999,333032518777138269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:22:53 AM,412,millivolts,mV,Instantaneous,33305,65515,2518777138269999999,333052518777138269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:21:50 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777138899999999,333032518777138899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:21:50 AM,491,millivolts,mV,Instantaneous,33305,65515,2518777138899999999,333052518777138899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:20:48 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777139519999999,333032518777139519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:20:48 AM,453,millivolts,mV,Instantaneous,33305,65515,2518777139519999999,333052518777139519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:19:45 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777140149999999,333032518777140149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:19:45 AM,495,millivolts,mV,Instantaneous,33305,65515,2518777140149999999,333052518777140149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:18:42 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777140779999999,333032518777140779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:18:42 AM,550,millivolts,mV,Instantaneous,33305,65515,2518777140779999999,333052518777140779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:17:39 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777141409999999,333032518777141409999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:17:39 AM,467,millivolts,mV,Instantaneous,33305,65515,2518777141409999999,333052518777141409999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:16:37 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777142029999999,333032518777142029999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:16:37 AM,478,millivolts,mV,Instantaneous,33305,65515,2518777142029999999,333052518777142029999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:15:35 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777142649999999,333032518777142649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:15:35 AM,409,millivolts,mV,Instantaneous,33305,65515,2518777142649999999,333052518777142649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:14:32 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777143279999999,333032518777143279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:14:32 AM,415,millivolts,mV,Instantaneous,33305,65515,2518777143279999999,333052518777143279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:13:31 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777143889999999,333032518777143889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:13:31 AM,390,millivolts,mV,Instantaneous,33305,65515,2518777143889999999,333052518777143889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:12:29 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777144509999999,333032518777144509999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:12:29 AM,515,millivolts,mV,Instantaneous,33305,65515,2518777144509999999,333052518777144509999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:11:26 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777145139999999,333032518777145139999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:11:26 AM,406,millivolts,mV,Instantaneous,33305,65515,2518777145139999999,333052518777145139999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:10:23 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777145769999999,333032518777145769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:10:23 AM,422,millivolts,mV,Instantaneous,33305,65515,2518777145769999999,333052518777145769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:09:21 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777146389999999,333032518777146389999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:09:21 AM,439,millivolts,mV,Instantaneous,33305,65515,2518777146389999999,333052518777146389999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:08:19 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777147009999999,333032518777147009999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:08:19 AM,412,millivolts,mV,Instantaneous,33305,65515,2518777147009999999,333052518777147009999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:07:15 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777147649999999,333032518777147649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:07:15 AM,430,millivolts,mV,Instantaneous,33305,65515,2518777147649999999,333052518777147649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:06:13 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777148269999999,333032518777148269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:06:13 AM,411,millivolts,mV,Instantaneous,33305,65515,2518777148269999999,333052518777148269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:05:12 AM,992,millivolts,mV,Instantaneous,33303,65513,2518777148879999999,333032518777148879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:05:12 AM,511,millivolts,mV,Instantaneous,33305,65515,2518777148879999999,333052518777148879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:04:08 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777149519999999,333032518777149519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:04:08 AM,527,millivolts,mV,Instantaneous,33305,65515,2518777149519999999,333052518777149519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:03:05 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777150149999999,333032518777150149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:03:05 AM,392,millivolts,mV,Instantaneous,33305,65515,2518777150149999999,333052518777150149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:02:03 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777150769999999,333032518777150769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:02:03 AM,452,millivolts,mV,Instantaneous,33305,65515,2518777150769999999,333052518777150769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 11:01:01 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777151389999999,333032518777151389999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 11:01:01 AM,514,millivolts,mV,Instantaneous,33305,65515,2518777151389999999,333052518777151389999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:59:58 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777152019999999,333032518777152019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:59:58 AM,413,millivolts,mV,Instantaneous,33305,65515,2518777152019999999,333052518777152019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:58:56 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777152639999999,333032518777152639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:58:56 AM,515,millivolts,mV,Instantaneous,33305,65515,2518777152639999999,333052518777152639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:57:53 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777153269999999,333032518777153269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:57:53 AM,452,millivolts,mV,Instantaneous,33305,65515,2518777153269999999,333052518777153269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:56:51 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777153889999999,333032518777153889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:56:51 AM,477,millivolts,mV,Instantaneous,33305,65515,2518777153889999999,333052518777153889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:55:48 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777154519999999,333032518777154519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:55:48 AM,495,millivolts,mV,Instantaneous,33305,65515,2518777154519999999,333052518777154519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:54:45 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777155149999999,333032518777155149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:54:45 AM,476,millivolts,mV,Instantaneous,33305,65515,2518777155149999999,333052518777155149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:53:43 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777155769999999,333032518777155769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:53:43 AM,457,millivolts,mV,Instantaneous,33305,65515,2518777155769999999,333052518777155769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:52:41 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777156389999999,333032518777156389999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:52:41 AM,438,millivolts,mV,Instantaneous,33305,65515,2518777156389999999,333052518777156389999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:51:39 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777157009999999,333032518777157009999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:51:39 AM,414,millivolts,mV,Instantaneous,33305,65515,2518777157009999999,333052518777157009999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:50:38 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777157619999999,333032518777157619999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:50:38 AM,468,millivolts,mV,Instantaneous,33305,65515,2518777157619999999,333052518777157619999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:49:36 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777158239999999,333032518777158239999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:49:36 AM,440,millivolts,mV,Instantaneous,33305,65515,2518777158239999999,333052518777158239999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:48:34 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777158859999999,333032518777158859999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:48:34 AM,419,millivolts,mV,Instantaneous,33305,65515,2518777158859999999,333052518777158859999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:47:33 AM,992,millivolts,mV,Instantaneous,33303,65513,2518777159469999999,333032518777159469999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:47:33 AM,393,millivolts,mV,Instantaneous,33305,65515,2518777159469999999,333052518777159469999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:46:31 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777160089999999,333032518777160089999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:46:31 AM,402,millivolts,mV,Instantaneous,33305,65515,2518777160089999999,333052518777160089999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:45:29 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777160709999999,333032518777160709999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:45:29 AM,410,millivolts,mV,Instantaneous,33305,65515,2518777160709999999,333052518777160709999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:44:27 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777161329999999,333032518777161329999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:44:27 AM,418,millivolts,mV,Instantaneous,33305,65515,2518777161329999999,333052518777161329999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:43:24 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777161959999999,333032518777161959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:43:24 AM,509,millivolts,mV,Instantaneous,33305,65515,2518777161959999999,333052518777161959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:42:22 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777162579999999,333032518777162579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:42:22 AM,524,millivolts,mV,Instantaneous,33305,65515,2518777162579999999,333052518777162579999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:41:20 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777163199999999,333032518777163199999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:41:20 AM,410,millivolts,mV,Instantaneous,33305,65515,2518777163199999999,333052518777163199999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:40:18 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777163819999999,333032518777163819999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:40:18 AM,415,millivolts,mV,Instantaneous,33305,65515,2518777163819999999,333052518777163819999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:39:16 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777164439999999,333032518777164439999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:39:16 AM,420,millivolts,mV,Instantaneous,33305,65515,2518777164439999999,333052518777164439999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:38:14 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777165059999999,333032518777165059999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:38:14 AM,465,millivolts,mV,Instantaneous,33305,65515,2518777165059999999,333052518777165059999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/24/2018 10:37:12 AM,991,millivolts,mV,Instantaneous,33303,65513,2518777165679999999,333032518777165679999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/24/2018 10:37:12 AM,444,millivolts,mV,Instantaneous,33305,65515,2518777165679999999,333052518777165679999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
